
num_trips,average_duration,start_station_id,start_station_name,start_dockcount,end_station_id,end_station_name,end_dockcount,subscribers,customers
926,1024.0907127429816,50,Harry Bridges Plaza (Ferry Building),23,68,Yerba Buena Center of the Arts (3rd @ Howard),19,766,160
919,1011.9782372143632,67,Market at 10th,27,74,Steuart at Market,23,669,250
913,913.0339539978095,69,San Francisco Caltrain 2 (330 Townsend),23,82,Broadway St at Battery St,15,881,32
912,830.1666666666671,72,Civic Center BART (7th at Market),23,77,Market at Sansome,27,813,99
911,5462.517014270036,74,Steuart at Market,23,74,Steuart at Market,23,281,630
908,697.3116740088108,47,Post at Kearny,19,69,San Francisco Caltrain 2 (330 Townsend),23,883,25
906,723.0187637969087,48,Embarcadero at Vallejo,15,54,Embarcadero at Bryant,15,763,143
902,775.6851441241678,65,Townsend at 7th,15,39,Powell Street BART,19,791,111
899,1187.8131256952172,75,Mechanics Plaza (Market at Battery),19,39,Powell Street BART,19,734,165
897,452.96544035674447,55,Temporary Transbay Terminal (Howard at Beale),23,50,Harry Bridges Plaza (Ferry Building),23,843,54
895,442.6424581005589,69,San Francisco Caltrain 2 (330 Townsend),23,64,2nd at South Park,15,880,15
895,3133.2290502793344,61,2nd at Townsend,27,61,2nd at Townsend,27,451,444
895,256.77094972067044,74,Steuart at Market,23,49,Spear at Folsom,19,872,23
893,845.2082866741323,69,San Francisco Caltrain 2 (330 Townsend),23,59,Golden Gate at Polk,23,859,34
893,663.7973124300103,45,Commercial at Montgomery,15,54,Embarcadero at Bryant,15,870,23
889,338.60967379077675,55,Temporary Transbay Terminal (Howard at Beale),23,68,Yerba Buena Center of the Arts (3rd @ Howard),19,839,50
888,500.97972972972906,74,Steuart at Market,23,82,Broadway St at Battery St,15,863,25
888,662.0450450450456,64,2nd at South Park,15,65,Townsend at 7th,15,820,68
888,890.8130630630625,65,Townsend at 7th,15,63,Howard at 2nd,19,863,25
885,848.9039548022598,41,Clay at Battery,15,61,2nd at Townsend,27,801,84
883,2247.0033975084943,60,Embarcadero at Sansome,15,48,Embarcadero at Vallejo,15,275,608
882,658.9784580498873,71,Powell at Post (Union Square),19,69,San Francisco Caltrain 2 (330 Townsend),23,812,70
878,794.571753986334,57,5th at Howard,15,74,Steuart at Market,23,775,103
877,645.0957810718357,67,Market at 10th,27,47,Post at Kearny,19,825,52
872,1838.4334862385315,75,Mechanics Plaza (Market at Battery),19,60,Embarcadero at Sansome,15,478,394
867,1575.3206459054206,76,Market at 4th,19,77,Market at Sansome,27,690,177
867,1012.031141868513,49,Spear at Folsom,19,65,Townsend at 7th,15,824,43
866,1172.6893764434203,76,Market at 4th,19,66,South Van Ness at Market,19,633,233
862,312.64501160092794,77,Market at Sansome,27,55,Temporary Transbay Terminal (Howard at Beale),23,843,19
860,662.2255813953502,59,Golden Gate at Polk,23,65,Townsend at 7th,15,824,36
859,503.5005820721771,13,St James Park,15,2,San Jose Diridon Caltrain Station,27,841,18
857,531.83430571762,49,Spear at Folsom,19,50,Harry Bridges Plaza (Ferry Building),23,754,103
852,654.2934272300471,84,Ryland Park,15,2,San Jose Diridon Caltrain Station,27,821,31
851,428.89776733255036,49,Spear at Folsom,19,74,Steuart at Market,23,810,41
847,1330.6340023612747,61,2nd at Townsend,27,48,Embarcadero at Vallejo,15,641,206
844,756.5308056872041,55,Temporary Transbay Terminal (Howard at Beale),23,72,Civic Center BART (7th at Market),23,821,23
843,6022.71648873073,67,Market at 10th,27,67,Market at 10th,27,312,531
843,724.596678529063,63,Howard at 2nd,19,65,Townsend at 7th,15,800,43
840,421.00238095238103,69,San Francisco Caltrain 2 (330 Townsend),23,61,2nd at Townsend,27,795,45
840,4709.715476190485,48,Embarcadero at Vallejo,15,48,Embarcadero at Vallejo,15,137,703
838,700.1646778042949,10,San Jose City Hall,15,2,San Jose Diridon Caltrain Station,27,801,37
836,1381.387559808612,60,Embarcadero at Sansome,15,69,San Francisco Caltrain 2 (330 Townsend),23,671,165
834,657.1306954436454,75,Mechanics Plaza (Market at Battery),19,54,Embarcadero at Bryant,15,781,53
832,514.8365384615382,82,Broadway St at Battery St,15,77,Market at Sansome,27,802,30
832,948.2800480769233,69,San Francisco Caltrain 2 (330 Townsend),23,75,Mechanics Plaza (Market at Battery),19,791,41
831,888.9049338146817,61,2nd at Townsend,27,41,Clay at Battery,15,724,107
830,602.9686746987953,69,San Francisco Caltrain 2 (330 Townsend),23,49,Spear at Folsom,19,810,20
827,3057.3337363966166,42,Davis at Jackson,15,42,Davis at Jackson,15,529,298
826,860.6912832929778,50,Harry Bridges Plaza (Ferry Building),23,57,5th at Howard,15,700,126
823,654.3863912515187,63,Howard at 2nd,19,77,Market at Sansome,27,783,40
822,9699.745742092457,71,Powell at Post (Union Square),19,71,Powell at Post (Union Square),19,53,769
820,597.4780487804879,50,Harry Bridges Plaza (Ferry Building),23,55,Temporary Transbay Terminal (Howard at Beale),23,788,32
818,942.8630806845956,75,Mechanics Plaza (Market at Battery),19,67,Market at 10th,27,713,105
817,898.4589963280291,66,South Van Ness at Market,19,55,Temporary Transbay Terminal (Howard at Beale),23,774,43
815,741.6478527607366,59,Golden Gate at Polk,23,70,San Francisco Caltrain (Townsend at 4th),19,776,39
814,724.0626535626542,67,Market at 10th,27,68,Yerba Buena Center of the Arts (3rd @ Howard),19,750,64
812,860.312807881774,9,Japantown,15,2,San Jose Diridon Caltrain Station,27,772,40
811,8944.06288532674,39,Powell Street BART,19,39,Powell Street BART,19,166,645
809,973.559950556242,55,Temporary Transbay Terminal (Howard at Beale),23,59,Golden Gate at Polk,23,800,9
807,1575.1511771995067,69,San Francisco Caltrain 2 (330 Townsend),23,60,Embarcadero at Sansome,15,628,179
805,1908.9006211180103,73,Grant Avenue at Columbus Avenue,19,60,Embarcadero at Sansome,15,352,453
804,625.3930348258716,2,San Jose Diridon Caltrain Station,27,13,St James Park,15,778,26
803,632.3848069738472,76,Market at 4th,19,64,2nd at South Park,15,722,81
801,503.05243445692867,45,Commercial at Montgomery,15,68,Yerba Buena Center of the Arts (3rd @ Howard),19,769,32
800,886.5412499999994,77,Market at Sansome,27,39,Powell Street BART,19,672,128
799,2596.889862327914,50,Harry Bridges Plaza (Ferry Building),23,73,Grant Avenue at Columbus Avenue,19,330,469
796,880.8655778894463,59,Golden Gate at Polk,23,55,Temporary Transbay Terminal (Howard at Beale),23,788,8
796,389.7349246231157,56,Beale at Market,19,49,Spear at Folsom,19,770,26
790,2864.0746835443033,60,Embarcadero at Sansome,15,73,Grant Avenue at Columbus Avenue,19,115,675
788,710.4581218274116,57,5th at Howard,15,65,Townsend at 7th,15,717,71
783,898.7624521072804,75,Mechanics Plaza (Market at Battery),19,71,Powell at Post (Union Square),19,650,133
780,4374.619230769223,54,Embarcadero at Bryant,15,54,Embarcadero at Bryant,15,322,458
780,691.11282051282,65,Townsend at 7th,15,62,2nd at Folsom,19,747,33
776,1486.3685567010311,39,Powell Street BART,19,50,Harry Bridges Plaza (Ferry Building),23,351,425
773,902.6545924967661,73,Grant Avenue at Columbus Avenue,19,74,Steuart at Market,23,694,79
773,1376.6106080206996,73,Grant Avenue at Columbus Avenue,19,39,Powell Street BART,19,615,158
770,1719.0831168831178,72,Civic Center BART (7th at Market),23,39,Powell Street BART,19,560,210
770,782.5779220779218,82,Broadway St at Battery St,15,61,2nd at Townsend,27,696,74
768,831.1927083333337,75,Mechanics Plaza (Market at Battery),19,69,San Francisco Caltrain 2 (330 Townsend),23,726,42
768,658.6744791666669,54,Embarcadero at Bryant,15,45,Commercial at Montgomery,15,739,29
766,705.0861618798963,69,San Francisco Caltrain 2 (330 Townsend),23,47,Post at Kearny,19,735,31
764,580.9790575916236,67,Market at 10th,27,57,5th at Howard,15,684,80
760,325.66710526315774,4,Santa Clara at Almaden,11,14,Arena Green / SAP Center,19,743,17
759,994.325428194994,42,Davis at Jackson,15,69,San Francisco Caltrain 2 (330 Townsend),23,726,33
756,3196.3439153439144,39,Powell Street BART,19,60,Embarcadero at Sansome,15,249,507
756,486.308201058201,77,Market at Sansome,27,82,Broadway St at Battery St,15,721,35
755,781.3403973509935,64,2nd at South Park,15,76,Market at 4th,19,665,90
755,725.3099337748353,68,Yerba Buena Center of the Arts (3rd @ Howard),19,67,Market at 10th,27,657,98
754,1253.5809018567618,49,Spear at Folsom,19,60,Embarcadero at Sansome,15,549,205
753,538.8313413014606,56,Beale at Market,19,54,Embarcadero at Bryant,15,698,55
749,1479.8411214953262,73,Grant Avenue at Columbus Avenue,19,50,Harry Bridges Plaza (Ferry Building),23,540,209
748,923.241978609626,57,5th at Howard,15,50,Harry Bridges Plaza (Ferry Building),23,574,174
747,1980.975903614459,72,Civic Center BART (7th at Market),23,60,Embarcadero at Sansome,15,546,201
744,848.9260752688167,64,2nd at South Park,15,74,Steuart at Market,23,683,61
743,1130.6204576043053,77,Market at Sansome,27,67,Market at 10th,27,637,106
741,1763.9460188933867,71,Powell at Post (Union Square),19,50,Harry Bridges Plaza (Ferry Building),23,282,459
740,1258.3608108108103,48,Embarcadero at Vallejo,15,61,2nd at Townsend,27,576,164
737,1008.8032564450463,61,2nd at Townsend,27,76,Market at 4th,19,628,109
733,714.6111869031379,54,Embarcadero at Bryant,15,65,Townsend at 7th,15,658,75
730,542.8821917808219,56,Beale at Market,19,64,2nd at South Park,15,684,46
727,599.9504814305365,45,Commercial at Montgomery,15,50,Harry Bridges Plaza (Ferry Building),23,646,81
727,710.7799174690507,42,Davis at Jackson,15,77,Market at Sansome,27,696,31
727,1176.2338376891346,65,Townsend at 7th,15,77,Market at Sansome,27,692,35
726,2033.809917355372,22,Redwood City Caltrain Station,25,25,Stanford in Redwood City,15,666,60
724,546.1049723756898,62,2nd at Folsom,19,39,Powell Street BART,19,652,72
724,883.0773480662981,68,Yerba Buena Center of the Arts (3rd @ Howard),19,50,Harry Bridges Plaza (Ferry Building),23,503,221
723,352.2282157676345,75,Mechanics Plaza (Market at Battery),19,45,Commercial at Montgomery,15,698,25
716,240.74581005586586,14,Arena Green / SAP Center,19,4,Santa Clara at Almaden,11,709,7
716,2580.751396648045,34,Palo Alto Caltrain Station,23,36,California Ave Caltrain Station,15,603,113
715,1354.5720279720288,71,Powell at Post (Union Square),19,67,Market at 10th,27,523,192
715,872.2937062937058,61,2nd at Townsend,27,75,Mechanics Plaza (Market at Battery),19,655,60
714,768.042016806723,62,2nd at Folsom,19,65,Townsend at 7th,15,667,47
710,861.8056338028173,65,Townsend at 7th,15,49,Spear at Folsom,19,672,38
709,1077.820874471086,73,Grant Avenue at Columbus Avenue,19,61,2nd at Townsend,27,618,91
706,1016.2181303116145,65,Townsend at 7th,15,74,Steuart at Market,23,656,50
705,915.150354609929,76,Market at 4th,19,61,2nd at Townsend,27,569,136
704,6286.995738636355,70,San Francisco Caltrain (Townsend at 4th),19,70,San Francisco Caltrain (Townsend at 4th),19,333,371
703,474.66287339971586,45,Commercial at Montgomery,15,75,Mechanics Plaza (Market at Battery),19,689,14
702,961.6581196581197,75,Mechanics Plaza (Market at Battery),19,50,Harry Bridges Plaza (Ferry Building),23,482,220
702,740.9131054131052,68,Yerba Buena Center of the Arts (3rd @ Howard),19,57,5th at Howard,15,632,70
702,720.1894586894587,61,2nd at Townsend,27,56,Beale at Market,19,616,86
697,846.896700143471,68,Yerba Buena Center of the Arts (3rd @ Howard),19,65,Townsend at 7th,15,629,68
697,945.7230989956955,65,Townsend at 7th,15,76,Market at 4th,19,642,55
697,8096.975609756094,28,Mountain View Caltrain Station,23,28,Mountain View Caltrain Station,23,179,518
696,762.856321839081,2,San Jose Diridon Caltrain Station,27,84,Ryland Park,15,670,26
690,637.4449275362325,72,Civic Center BART (7th at Market),23,55,Temporary Transbay Terminal (Howard at Beale),23,673,17
689,2560.9970972423794,60,Embarcadero at Sansome,15,71,Powell at Post (Union Square),19,113,576
685,815.8481751824822,76,Market at 4th,19,65,Townsend at 7th,15,620,65
684,907.2207602339181,75,Mechanics Plaza (Market at Battery),19,66,South Van Ness at Market,19,617,67
683,509.2986822840407,49,Spear at Folsom,19,45,Commercial at Montgomery,15,667,16
681,919.4464023494867,71,Powell at Post (Union Square),19,65,Townsend at 7th,15,609,72
678,491.01327433628364,64,2nd at South Park,15,47,Post at Kearny,19,643,35
677,1932.3293943870005,77,Market at Sansome,27,76,Market at 4th,19,522,155
675,948.4133333333345,77,Market at Sansome,27,65,Townsend at 7th,15,634,41
668,342.04491017964034,55,Temporary Transbay Terminal (Howard at Beale),23,75,Mechanics Plaza (Market at Battery),19,651,17
667,1177.1244377811083,74,Steuart at Market,23,76,Market at 4th,19,437,230
666,826.115615615616,45,Commercial at Montgomery,15,69,San Francisco Caltrain 2 (330 Townsend),23,631,35
663,1662.0361990950225,39,Powell Street BART,19,74,Steuart at Market,23,408,255
661,3676.558245083207,77,Market at Sansome,27,68,Yerba Buena Center of the Arts (3rd @ Howard),19,615,46
658,314.9772036474168,47,Post at Kearny,19,46,Washington at Kearny,15,577,81
654,487.9220183486236,63,Howard at 2nd,19,76,Market at 4th,19,611,43
654,288.7385321100916,42,Davis at Jackson,15,45,Commercial at Montgomery,15,641,13
649,1084.8335901386743,77,Market at Sansome,27,66,South Van Ness at Market,19,569,80
647,738.5888717156104,80,Santa Clara County Civic Center,15,84,Ryland Park,15,640,7
647,624.9489953632147,57,5th at Howard,15,76,Market at 4th,19,580,67
641,747.187207488299,57,5th at Howard,15,67,Market at 10th,27,539,102
641,727.5959438377528,2,San Jose Diridon Caltrain Station,27,3,San Jose Civic Center,15,515,126
640,804.971875,77,Market at Sansome,27,72,Civic Center BART (7th at Market),23,571,69
640,777.8562499999994,41,Clay at Battery,15,73,Grant Avenue at Columbus Avenue,19,533,107
640,1016.0203125000005,41,Clay at Battery,15,69,San Francisco Caltrain 2 (330 Townsend),23,609,31
640,990.5031250000003,69,San Francisco Caltrain 2 (330 Townsend),23,41,Clay at Battery,15,609,31
640,352.5031249999997,42,Davis at Jackson,15,55,Temporary Transbay Terminal (Howard at Beale),23,623,17
638,851.3401253918494,45,Commercial at Montgomery,15,76,Market at 4th,19,552,86
637,531.9733124018844,76,Market at 4th,19,56,Beale at Market,19,536,101
629,963.3116057233708,47,Post at Kearny,19,50,Harry Bridges Plaza (Ferry Building),23,504,125
629,1542.352941176471,56,Beale at Market,19,76,Market at 4th,19,512,117
628,643.3503184713377,66,South Van Ness at Market,19,47,Post at Kearny,19,606,22
627,1131.778309409889,69,San Francisco Caltrain 2 (330 Townsend),23,48,Embarcadero at Vallejo,15,531,96
627,978.4178628389168,25,Stanford in Redwood City,15,22,Redwood City Caltrain Station,25,580,47
625,6522.455999999998,73,Grant Avenue at Columbus Avenue,19,73,Grant Avenue at Columbus Avenue,19,117,508
624,733.1714743589739,54,Embarcadero at Bryant,15,41,Clay at Battery,15,561,63
623,839.9069020866767,67,Market at 10th,27,75,Mechanics Plaza (Market at Battery),19,569,54
623,767.1444622792944,55,Temporary Transbay Terminal (Howard at Beale),23,73,Grant Avenue at Columbus Avenue,19,585,38
621,2333.7971014492787,50,Harry Bridges Plaza (Ferry Building),23,71,Powell at Post (Union Square),19,209,412
619,767.0468497576736,50,Harry Bridges Plaza (Ferry Building),23,45,Commercial at Montgomery,15,539,80
619,947.4264943457194,70,San Francisco Caltrain (Townsend at 4th),19,59,Golden Gate at Polk,23,585,34
615,590.8601626016259,45,Commercial at Montgomery,15,39,Powell Street BART,19,554,61
615,653.3089430894303,57,5th at Howard,15,77,Market at Sansome,27,567,48
615,966.9382113821146,2,San Jose Diridon Caltrain Station,27,10,San Jose City Hall,15,568,47
613,858.3017944535077,69,San Francisco Caltrain 2 (330 Townsend),23,45,Commercial at Montgomery,15,590,23
613,611.646003262643,74,Steuart at Market,23,75,Mechanics Plaza (Market at Battery),19,556,57
612,667.6486928104573,59,Golden Gate at Polk,23,77,Market at Sansome,27,555,57
611,677.6317512274958,60,Embarcadero at Sansome,15,49,Spear at Folsom,19,514,97
609,377.5106732348111,47,Post at Kearny,19,64,2nd at South Park,15,568,41
604,1182.504966887418,73,Grant Avenue at Columbus Avenue,19,71,Powell at Post (Union Square),19,337,267
604,693.9503311258273,58,San Francisco City Hall,19,69,San Francisco Caltrain 2 (330 Townsend),23,570,34
598,595.9397993311037,55,Temporary Transbay Terminal (Howard at Beale),23,77,Market at Sansome,27,576,22
597,240.89614740368503,42,Davis at Jackson,15,56,Beale at Market,19,582,15
595,2637.515966386552,65,Townsend at 7th,15,65,Townsend at 7th,15,427,168
595,530.9428571428574,51,Embarcadero at Folsom,19,74,Steuart at Market,23,554,41
595,508.18319327731103,84,Ryland Park,15,80,Santa Clara County Civic Center,15,575,20
594,759.4932659932659,71,Powell at Post (Union Square),19,77,Market at Sansome,27,483,111
592,756.9189189189186,41,Clay at Battery,15,39,Powell Street BART,19,532,60
592,248.46790540540567,82,Broadway St at Battery St,15,41,Clay at Battery,15,574,18
592,904.1537162162157,61,2nd at Townsend,27,54,Embarcadero at Bryant,15,479,113
587,711.4957410562181,73,Grant Avenue at Columbus Avenue,19,75,Mechanics Plaza (Market at Battery),19,552,35
587,786.6252129471902,67,Market at 10th,27,56,Beale at Market,19,531,56
586,863.0068259385669,57,5th at Howard,15,39,Powell Street BART,19,468,118
586,428.4709897610922,48,Embarcadero at Vallejo,15,56,Beale at Market,19,534,52
585,1428.5521367521378,39,Powell Street BART,19,58,San Francisco City Hall,19,418,167
582,544.7250859106524,61,2nd at Townsend,27,68,Yerba Buena Center of the Arts (3rd @ Howard),19,479,103
576,1150.027777777776,55,Temporary Transbay Terminal (Howard at Beale),23,39,Powell Street BART,19,524,52
576,333.13888888888886,55,Temporary Transbay Terminal (Howard at Beale),23,54,Embarcadero at Bryant,15,554,22
574,2777.4790940766543,50,Harry Bridges Plaza (Ferry Building),23,67,Market at 10th,27,424,150
572,537.0541958041957,77,Market at Sansome,27,51,Embarcadero at Folsom,19,516,56
572,1461.0349650349656,67,Market at 10th,27,50,Harry Bridges Plaza (Ferry Building),23,354,218
572,527.2709790209793,75,Mechanics Plaza (Market at Battery),19,51,Embarcadero at Folsom,19,540,32
571,737.7583187390544,46,Washington at Kearny,15,39,Powell Street BART,19,499,72
571,321.56917688266213,64,2nd at South Park,15,62,2nd at Folsom,19,550,21
570,812.0315789473682,74,Steuart at Market,23,68,Yerba Buena Center of the Arts (3rd @ Howard),19,440,130
570,355.7859649122804,75,Mechanics Plaza (Market at Battery),19,55,Temporary Transbay Terminal (Howard at Beale),23,565,5
565,1029.9380530973444,72,Civic Center BART (7th at Market),23,74,Steuart at Market,23,415,150
